Name,Date,Rating,Review
ktmsw15,tates on 6 May 2018,5,"When I watched the John Oliver show, and heard about this book, I had to order it. Read it as soon as it arrived, and it is great. I was telling my then 16 yr old granddaughter about it---turns out she knew about it and had it on her Amazon B'day wishlist. So, I regifted mine to her and she was very happy!
"
Nivedita Nair,tates on 5 March 2019,5,"Looking at life from a loving point of view makes all things better an doing it with a chuckle doubly so!
"
Kindle Customer,tates on 21 April 2018,5,"This is a wonderful book. I think some people will only see a ""political"" book, and that's a shame, because it is--first and foremost--a terrific book for kids. Beautifully written, gorgeously illustrated, and filled with the kind of love, humor, and thoughtfulness you want in a great children's book.
"
MyNickname,tates on 4 May 2018,5,"Love, love, love this book.  Such a god message for kids and beautiful illustrations.  I intend to give it as holiday gifts.  Also, great that it is giving all profits to such great causes, such as mental health.  We read it to our baby daily.  Delighted to see it outsell other similar books written by people who preach hate.
"
cstardancer,tates on 5 February 2020,5,"Great children's book about inclusion and funny parody of Mike Pence's boring book. The satire for adults is exactly what you'd expect from John Oliver and it makes a good point about coming together to support our community, especially to embrace our differences.
"
Lisa S,une 2021,5,"This is a truly adorable and charming book. It's perfect for children; there is no bad language, crude content, or double-entendres if you want to read it to your little ones and it has a very positive and sweet message about acceptance of people's differences. Also, it also has some funny political jokes for the grown-ups reading as well. Great book, would highly recommend.
"
Tania,March 2018,1,"A lovely book. Funny and charming. I would expect no less from John Oliver and friends. I don't have any kids. I just bought it to support the causes and stick it to Mike Pence and also just read it and see the illustrations. But I hope folks who do have kids buy this and read it to their kids. I think kids will love it.
"
Jeannie,tates on 21 February 2020,5,"THANK YOU John Oliver for accomplishing so many things at once.1) A snipe at this horrible administration2) A good LGBT children’s book3) It’s cute.I can’t wait to read this to my niece Vi, who is only a few weeks old. Books like this will make sure future generations don’t know intolerance.
"
Beth,tates on 31 October 2019,5,"This is a wonderful book about love. It's not about boyness or girlness or gayness or straightness or being just like everybody else or being different from everybody else.It's a beautiful story for all ages. And it echoes something I've learned across a long lifetime: where there is love, God is there, smiling.And now, if you'll excuse me, I'm going to read it again.
"
Kindle Customer,tates on 22 March 2018,5,"Love is love. When I purchased A Day in the Life of Marlon Bundo supporting the Trevor Project, my intent wasn't reading it but donating it to my local public library. After reading it, I find myself incapable of parting  with my long awaited copy of Marlon's delightful story.. I've ordered another..Twiss'  Marlon Bundo should be a mandatory read for stinkbugs--- everywhere.
"
Sarah C.,tates on 17 June 2021,5,"This is such an adorable story! My kids love it as well.
"
Charlene,June 2020,5,"I think its a little ridiculous how happy this book made me. Only bought it to show support, i have no kids of my own. Took about 3 minutes to read. But The response this book has gotten, the fact its a real book... I teared up after reading it. I wish this was out when I was a kid. Stink bugs are temporary!
"
JenyLuv, June 2018,5,"I love this book
"
Nivedita Nair,tates on 19 March 2018,5,"YAY!  I got my copy after the second print.  It was worth the wait!  My 8 and 12 year old enjoyed the book-it is one for all ages!  I will be keeping this book in my classroom library.  We will be purchasing another copy to donate to the public library.  The audiobook is amazing, too!  <3
"
Kindle Customer,tates on 1 May 2018,5,"I love the message of this book.  One concern, when you type in Marlon Bundo into an Amazon search i only got the Pence book.  That seems weird.  Ohh, one more thing.  Oliver, you're a weasel faced automoton in a polyester suit...and i do adore you for it;)  keep it up!!!!  See, this book has already worked on me!!
"
kathi echelberger,tates on 20 July 2020,5,"I bought this in hard copy for my niece and nephew and in Kindle format for me. It's an adorable story of love and acceptance and, since all proceeds go to LGBTQ organizations, it gives in so many ways. I applaud John Oliver, Jill Twiss, and the JO team in presenting a ""different"" kind of love story to teach children that all love is positive.
"
